Carimbo de data/hora,"Your participation in this research study is voluntary, anonymous and greatly appreciated. You may choose not to participate. 

By clicking the “Agree” button below, you confirm that:
• you have read the information above
• you voluntarily agree to participate in the study

If you do not wish to participate, please click “Disagree.”",How familiar are you with Dutch travel behaviour and/or the ODiN survey specifically?,  What is your age?  ,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary,Q1. How plausible is this as a real Dutch person's travel day?,"Q2. If you rated below 3,  what makes it implausible?",Q3. Is this diary real or synthetic?,Q4. Optional comments on this diary
2026/07/07 10:17:24,Agree,Very familiar / I work with ODiN data,18 to 24,1,Purposes don't fit the profile,Synthetic (model-generated),,3,,Real (ODiN survey),,4,,Real (ODiN survey),,1,Purposes don't fit the profile,Synthetic (model-generated),,1,"Travel mode is unrealistic for this person, Trip sequence doesn't make sense",Synthetic (model-generated),,1,"Trip sequence doesn't make sense, Distances are unrealistic, Purposes don't fit the profile",Synthetic (model-generated),,2,"Trip timing is implausible, Trip sequence doesn't make sense, Purposes don't fit the profile",Synthetic (model-generated),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,2,"Purposes don't fit the profile, Diary is too clean",Synthetic (model-generated),,4,,Real (ODiN survey),,5,,Real (ODiN survey),,2,"Trip timing is implausible, Too many or too few trips",Synthetic (model-generated),,4,,Real (ODiN survey),,1,"Trip timing is implausible, Distances are unrealistic",Synthetic (model-generated),
2026/07/07 10:23:58,Agree,Not familiar,18 to 24,2,"Trip sequence doesn't make sense, Distances are unrealistic",Synthetic (model-generated),,5,,Real (ODiN survey),,1,"Distances are unrealistic, Too many or too few trips",Synthetic (model-generated),,2,"Too many or too few trips, Purposes don't fit the profile",Synthetic (model-generated),,1,"Travel mode is unrealistic for this person, Trip sequence doesn't make sense",Synthetic (model-generated),,1,"Travel mode is unrealistic for this person, Trip sequence doesn't make sense, Distances are unrealistic",Synthetic (model-generated),,1,"Trip sequence doesn't make sense, Distances are unrealistic",Synthetic (model-generated),,5,,Real (ODiN survey),,5,,Real (ODiN survey),,1,Purposes don't fit the profile,Synthetic (model-generated),,1,"Trip timing is implausible, Diary is too clean",Synthetic (model-generated),,1,Purposes don't fit the profile,Synthetic (model-generated),,1,"Travel mode is unrealistic for this person, Too many or too few trips",Synthetic (model-generated),,1,Too many or too few trips,Synthetic (model-generated),,1,"Too many or too few trips, Purposes don't fit the profile",Synthetic (model-generated),,3,Too many or too few trips,Synthetic (model-generated),
2026/07/07 10:35:57,Agree,Not familiar,25 to 34,5,,Real (ODiN survey),,3,,Real (ODiN survey),,2,"Trip sequence doesn't make sense, Too many or too few trips",Synthetic (model-generated),,2,Too many or too few trips,Synthetic (model-generated),,2,Purposes don't fit the profile,Synthetic (model-generated),,4,,Real (ODiN survey),,3,,Real (ODiN survey),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,3,,Real (ODiN survey),,4,,Real (ODiN survey),,5,,Real (ODiN survey),,4,,Real (ODiN survey),,3,,Real (ODiN survey),
2026/07/07 10:40:24,Agree,Not familiar,18 to 24,2,"Trip sequence doesn't make sense, Purposes don't fit the profile",Synthetic (model-generated),,4,,Real (ODiN survey),i thought return home trips had been removed? i confess i'm a bit confused,1,"Trip sequence doesn't make sense, Too many or too few trips",Synthetic (model-generated),,1,"Trip sequence doesn't make sense, Too many or too few trips, Purposes don't fit the profile",Synthetic (model-generated),do they have bycicles eveywhere??,3,,Real (ODiN survey),,1,"Trip sequence doesn't make sense, Distances are unrealistic, Purposes don't fit the profile",Synthetic (model-generated),,2,Distances are unrealistic,Synthetic (model-generated),I don't understand why there are so many repeated activities 30mins apart in these diaries,4,,Real (ODiN survey),,4,,Synthetic (model-generated),,4,,Real (ODiN survey),,1,"Trip timing is implausible, Too many or too few trips",Synthetic (model-generated),,3,,Real (ODiN survey),,3,,Real (ODiN survey),,2,"Trip timing is implausible, Too many or too few trips",Synthetic (model-generated),,4,,Real (ODiN survey),,1,"Trip timing is implausible, Too many or too few trips",Synthetic (model-generated),
2026/07/07 10:47:43,Agree,Familiar,55 to 64,4,,Real (ODiN survey),,4,,Real (ODiN survey),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,4,,Real (ODiN survey),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,2,Travel mode is unrealistic for this person,Real (ODiN survey),,2,Travel mode is unrealistic for this person,Real (ODiN survey),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,4,,Real (ODiN survey),,1,Travel mode is unrealistic for this person,Synthetic (model-generated),
2026/07/07 11:19:46,Agree,Not familiar,18 to 24,2,Distances are unrealistic,Synthetic (model-generated),1.8km for work,3,"Nothing specific, just a gut feeling",Synthetic (model-generated),60 km to work very long trip ,1,"Trip sequence doesn't make sense, Too many or too few trips",Synthetic (model-generated),,1,Purposes don't fit the profile,Synthetic (model-generated),,2,Trip sequence doesn't make sense,Synthetic (model-generated),didn't go home in the end ,1,Distances are unrealistic,Synthetic (model-generated),,1,Distances are unrealistic,Synthetic (model-generated),,5,,Real (ODiN survey),,5,,Real (ODiN survey),,5,,Real (ODiN survey),,5,,Real (ODiN survey),,1,Too many or too few trips,Synthetic (model-generated),,3,,Real (ODiN survey),,1,Trip timing is implausible,Synthetic (model-generated),,5,,Real (ODiN survey),,1,"Distances are unrealistic, Purposes don't fit the profile",Synthetic (model-generated),
2026/07/07 11:22:53,Agree,Not familiar,18 to 24,3,,Synthetic (model-generated),,5,,Real (ODiN survey),,2,Distances are unrealistic,Synthetic (model-generated),,4,,Real (ODiN survey),,5,,Real (ODiN survey),,1,Too many or too few trips,Synthetic (model-generated),,1,Trip timing is implausible,Synthetic (model-generated),,5,,Real (ODiN survey),,5,,Real (ODiN survey),,1,Purposes don't fit the profile,Synthetic (model-generated),,1,Purposes don't fit the profile,Synthetic (model-generated),,1,Purposes don't fit the profile,Synthetic (model-generated),,4,,Real (ODiN survey),,5,,Real (ODiN survey),,2,Purposes don't fit the profile,Synthetic (model-generated),,5,,Real (ODiN survey),
2026/07/07 11:32:03,Agree,Familiar,25 to 34,2,Trip sequence doesn't make sense,Synthetic (model-generated),"Time does not make sense jumping from 08:00 to 16:00 should have any ""end time""",3,Too many or too few trips,Synthetic (model-generated),,4,,Synthetic (model-generated),,4,,Synthetic (model-generated),,3,,Real (ODiN survey),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,3,,Synthetic (model-generated),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,3,,Real (ODiN survey),,2,Too many or too few trips,Synthetic (model-generated),,4,,Synthetic (model-generated),,4,,Synthetic (model-generated),,1,"Too many or too few trips, Purposes don't fit the profile",Synthetic (model-generated),,3,,Real (ODiN survey),,4,,Synthetic (model-generated),
2026/07/07 11:34:26,Agree,Somewhat familiar,18 to 24,3,"Nothing specific, just a gut feeling",Synthetic (model-generated),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,3,,Real (ODiN survey),,2,Too many or too few trips,Synthetic (model-generated),,4,,Real (ODiN survey),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,4,,Real (ODiN survey),,4,,Synthetic (model-generated),,4,,Real (ODiN survey),,5,,Real (ODiN survey),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,5,,Real (ODiN survey),,3,,Synthetic (model-generated),,5,,Real (ODiN survey),,4,,Real (ODiN survey),
2026/07/07 11:43:23,Agree,Not familiar,25 to 34,4,,Real (ODiN survey),,2,Distances are unrealistic,Synthetic (model-generated),,1,Trip sequence doesn't make sense,Synthetic (model-generated),,1,Trip sequence doesn't make sense,Synthetic (model-generated),,1,Trip sequence doesn't make sense,Synthetic (model-generated),,1,Trip sequence doesn't make sense,Synthetic (model-generated),,1,Trip timing is implausible,Synthetic (model-generated),,5,,Real (ODiN survey),,4,,Real (ODiN survey),,5,,Real (ODiN survey),,5,,Real (ODiN survey),,1,Too many or too few trips,Real (ODiN survey),,4,,Real (ODiN survey),,3,,Real (ODiN survey),,5,,Real (ODiN survey),,2,Trip sequence doesn't make sense,Synthetic (model-generated),
2026/07/07 12:25:08,Agree,Not familiar,18 to 24,3,,Real (ODiN survey),,4,,Real (ODiN survey),,2,Too many or too few trips,Synthetic (model-generated),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,3,,Real (ODiN survey),,1,Distances are unrealistic,Synthetic (model-generated),,3,,Real (ODiN survey),,5,,Real (ODiN survey),,5,,Real (ODiN survey),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,4,,Real (ODiN survey),,5,,Synthetic (model-generated),,4,,Synthetic (model-generated),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,4,,Real (ODiN survey),,2,Too many or too few trips,Synthetic (model-generated),
2026/07/07 12:28:28,Agree,Not familiar,25 to 34,2,"Trip timing is implausible, Too many or too few trips, Purposes don't fit the profile",Real (ODiN survey),,4,,Real (ODiN survey),,2,"Trip timing is implausible, Trip sequence doesn't make sense, Too many or too few trips",Synthetic (model-generated),,1,"Trip timing is implausible, Trip sequence doesn't make sense, Purposes don't fit the profile",Synthetic (model-generated),,4,,Real (ODiN survey),,2,Distances are unrealistic,Real (ODiN survey),,2,"Trip timing is implausible, Distances are unrealistic",Synthetic (model-generated),,4,,Synthetic (model-generated),,5,,Real (ODiN survey),,4,,Synthetic (model-generated),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,4,,Real (ODiN survey),,5,,Real (ODiN survey),,3,Purposes don't fit the profile,Real (ODiN survey),
2026/07/07 13:17:57,Agree,Not familiar,18 to 24,5,,Synthetic (model-generated),,5,,Synthetic (model-generated),,3,,Real (ODiN survey),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,1,Travel mode is unrealistic for this person,Synthetic (model-generated),,2,"Travel mode is unrealistic for this person, Trip timing is implausible, Trip sequence doesn't make sense",Synthetic (model-generated),,5,,Real (ODiN survey),,5,,Real (ODiN survey),,5,,Real (ODiN survey),,4,,Real (ODiN survey),,5,,Real (ODiN survey),,1,Purposes don't fit the profile,Synthetic (model-generated),,2,Purposes don't fit the profile,Synthetic (model-generated),,4,,Real (ODiN survey),,1,Trip sequence doesn't make sense,Synthetic (model-generated),
2026/07/07 13:26:00,Agree,Not familiar,25 to 34,3,,Synthetic (model-generated),,2,"Distances are unrealistic, Too many or too few trips",Synthetic (model-generated),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,2,"Trip timing is implausible, Distances are unrealistic, Too many or too few trips",Synthetic (model-generated),,4,,Real (ODiN survey),,1,"Trip timing is implausible, Purposes don't fit the profile",Synthetic (model-generated),,3,"Trip timing is implausible, Purposes don't fit the profile",Synthetic (model-generated),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,1,Purposes don't fit the profile,Synthetic (model-generated),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,2,"Trip sequence doesn't make sense, Distances are unrealistic, Purposes don't fit the profile",Synthetic (model-generated),
2026/07/07 13:49:54,Agree,Not familiar,18 to 24,3,,Real (ODiN survey),,4,,Real (ODiN survey),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,2,"Trip sequence doesn't make sense, Too many or too few trips",Synthetic (model-generated),,2,Distances are unrealistic,Synthetic (model-generated),,2,Purposes don't fit the profile,Synthetic (model-generated),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,2,"Travel mode is unrealistic for this person, Trip sequence doesn't make sense",Synthetic (model-generated),,4,,Synthetic (model-generated),,2,Trip timing is implausible,Synthetic (model-generated),,1,Travel mode is unrealistic for this person,Synthetic (model-generated),,2,"Nothing specific, just a gut feeling",Synthetic (model-generated),,2,Trip timing is implausible,Synthetic (model-generated),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),
2026/07/07 14:16:23,Agree,Not familiar,18 to 24,4,,Real (ODiN survey),,5,,Real (ODiN survey),,2,Trip timing is implausible,Synthetic (model-generated),,4,,Real (ODiN survey),,3,Distances are unrealistic,Synthetic (model-generated),,5,,Real (ODiN survey),,4,,Real (ODiN survey),,3,,Synthetic (model-generated),,2,Trip timing is implausible,Synthetic (model-generated),,5,,Real (ODiN survey),,3,,Synthetic (model-generated),,5,,Real (ODiN survey),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,5,,Real (ODiN survey),,2,Distances are unrealistic,Synthetic (model-generated),
2026/07/07 14:40:40,Agree,Not familiar,18 to 24,3,,Synthetic (model-generated),,4,,Real (ODiN survey),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,5,,Real (ODiN survey),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,2,Distances are unrealistic,Synthetic (model-generated),,3,,Real (ODiN survey),,2,Too many or too few trips,Synthetic (model-generated),,4,,Real (ODiN survey),,3,,Real (ODiN survey),,3,,Synthetic (model-generated),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,3,,Synthetic (model-generated),,3,,Synthetic (model-generated),,3,,Synthetic (model-generated),
2026/07/07 14:51:01,Agree,Not familiar,25 to 34,3,,Real (ODiN survey),,4,,Real (ODiN survey),,2,"Trip sequence doesn't make sense, Distances are unrealistic",Synthetic (model-generated),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,3,,Synthetic (model-generated),,2,Distances are unrealistic,Synthetic (model-generated),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,2,Trip timing is implausible,Synthetic (model-generated),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,4,,Real (ODiN survey),,3,,Real (ODiN survey),,2,Purposes don't fit the profile,Synthetic (model-generated),,3,,Real (ODiN survey),
2026/07/07 15:28:31,Agree,Familiar,45 to 54,4,,Real (ODiN survey),,5,,Real (ODiN survey),,1,Travel mode is unrealistic for this person,Synthetic (model-generated),,1,"Trip sequence doesn't make sense, Distances are unrealistic",Synthetic (model-generated),,5,,Real (ODiN survey),,1,Travel mode is unrealistic for this person,Synthetic (model-generated),,1,Travel mode is unrealistic for this person,Synthetic (model-generated),,1,,Real (ODiN survey),,5,,Real (ODiN survey),,1,Purposes don't fit the profile,Synthetic (model-generated),,1,Distances are unrealistic,Synthetic (model-generated),,1,Too many or too few trips,Synthetic (model-generated),,1,Trip sequence doesn't make sense,Synthetic (model-generated),,1,Travel mode is unrealistic for this person,Synthetic (model-generated),,3,,Synthetic (model-generated),,1,Trip sequence doesn't make sense,Synthetic (model-generated),
2026/07/07 15:33:47,Agree,Not familiar,18 to 24,1,"Nothing specific, just a gut feeling",Real (ODiN survey),,3,Trip timing is implausible,Real (ODiN survey),,5,,Real (ODiN survey),,5,Travel mode is unrealistic for this person,Real (ODiN survey),,3,Travel mode is unrealistic for this person,Real (ODiN survey),,3,Purposes don't fit the profile,Real (ODiN survey),,5,Distances are unrealistic,Real (ODiN survey),,4,Too many or too few trips,Synthetic (model-generated),,4,Purposes don't fit the profile,Synthetic (model-generated),,5,"Nothing specific, just a gut feeling",Real (ODiN survey),,4,Trip sequence doesn't make sense,Real (ODiN survey),,5,Purposes don't fit the profile,Synthetic (model-generated),,5,Diary is too clean,Real (ODiN survey),,4,,Real (ODiN survey),,5,Too many or too few trips,Synthetic (model-generated),,5,Too many or too few trips,Real (ODiN survey),
2026/07/07 16:55:51,Agree,Not familiar,18 to 24,2,Trip timing is implausible,Synthetic (model-generated),,4,,Real (ODiN survey),,1,"Trip sequence doesn't make sense, Too many or too few trips",Synthetic (model-generated),,1,Purposes don't fit the profile,Synthetic (model-generated),,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,1,"Trip timing is implausible, Distances are unrealistic",Synthetic (model-generated),,4,,Real (ODiN survey),,5,,Real (ODiN survey),,5,,Real (ODiN survey),,4,,Real (ODiN survey),,2,"Nothing specific, just a gut feeling",Synthetic (model-generated),,1,"Distances are unrealistic, Too many or too few trips",Synthetic (model-generated),,2,"Nothing specific, just a gut feeling",Synthetic (model-generated),,2,Trip timing is implausible,Synthetic (model-generated),,4,,Real (ODiN survey),,2,Too many or too few trips,Synthetic (model-generated),
2026/07/07 17:15:34,Agree,Not familiar,35 to 44,3,,Synthetic (model-generated),,3,,Real (ODiN survey),,3,Too many or too few trips,Synthetic (model-generated),,1,"Travel mode is unrealistic for this person, Trip sequence doesn't make sense, Purposes don't fit the profile",Synthetic (model-generated),,3,,Real (ODiN survey),,1,"Trip sequence doesn't make sense, Distances are unrealistic",Synthetic (model-generated),,2,"Trip timing is implausible, Distances are unrealistic",Synthetic (model-generated),,5,,Real (ODiN survey),,2,"Travel mode is unrealistic for this person, Purposes don't fit the profile",Synthetic (model-generated),,3,"Trip timing is implausible, Trip sequence doesn't make sense, Distances are unrealistic",Synthetic (model-generated),,4,,Real (ODiN survey),,3,,Real (ODiN survey),,2,Too many or too few trips,Synthetic (model-generated),,2,Trip timing is implausible,Synthetic (model-generated),,4,,Real (ODiN survey),,1,Too many or too few trips,Synthetic (model-generated),
2026/07/07 17:30:15,Agree,Not familiar,18 to 24,2,"Travel mode is unrealistic for this person, Trip sequence doesn't make sense",Synthetic (model-generated),,2,Distances are unrealistic,Real (ODiN survey),,4,,Real (ODiN survey),,2,Too many or too few trips,Synthetic (model-generated),,4,,Real (ODiN survey),,1,Too many or too few trips,Synthetic (model-generated),,2,Distances are unrealistic,Synthetic (model-generated),,4,,Real (ODiN survey),,3,Distances are unrealistic,Real (ODiN survey),,3,,Real (ODiN survey),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,2,Too many or too few trips,Synthetic (model-generated),,3,,Real (ODiN survey),,4,,Real (ODiN survey),,2,Too many or too few trips,Synthetic (model-generated),
2026/07/07 17:45:36,Agree,Not familiar,18 to 24,2,Travel mode is unrealistic for this person,Synthetic (model-generated),,5,,Real (ODiN survey),,1,"Trip sequence doesn't make sense, Too many or too few trips",Synthetic (model-generated),,1,"Travel mode is unrealistic for this person, Trip sequence doesn't make sense, Distances are unrealistic, Too many or too few trips, Purposes don't fit the profile",Synthetic (model-generated),,2,"Trip sequence doesn't make sense, Nothing specific, just a gut feeling",Synthetic (model-generated),,2,Distances are unrealistic,Synthetic (model-generated),,2,Trip timing is implausible,Synthetic (model-generated),,5,,Real (ODiN survey),,5,,Real (ODiN survey),,5,,Real (ODiN survey),,4,,Real (ODiN survey),,2,"Trip sequence doesn't make sense, Distances are unrealistic, Too many or too few trips, Purposes don't fit the profile",Synthetic (model-generated),,4,,Real (ODiN survey),,2,Trip timing is implausible,Synthetic (model-generated),,2,"Trip timing is implausible, Distances are unrealistic, Purposes don't fit the profile",Synthetic (model-generated),,1,"Travel mode is unrealistic for this person, Distances are unrealistic, Too many or too few trips, Purposes don't fit the profile",Synthetic (model-generated),
2026/07/07 18:26:10,Agree,Not familiar,25 to 34,4,,Real (ODiN survey),,3,,Synthetic (model-generated),,2,Trip timing is implausible,Real (ODiN survey),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,2,Trip timing is implausible,Synthetic (model-generated),,5,,Real (ODiN survey),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,2,Purposes don't fit the profile,Synthetic (model-generated),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,4,,Real (ODiN survey),,3,,Synthetic (model-generated),,3,,Synthetic (model-generated),
2026/07/07 18:44:43,Agree,Familiar,35 to 44,2,"Trip timing is implausible, Distances are unrealistic, Diary is too clean",Synthetic (model-generated),,4,,Real (ODiN survey),,1,"Trip sequence doesn't make sense, Too many or too few trips",Synthetic (model-generated),,1,"Travel mode is unrealistic for this person, Trip sequence doesn't make sense, Too many or too few trips",Synthetic (model-generated),,1,Trip sequence doesn't make sense,Synthetic (model-generated),,1,"Travel mode is unrealistic for this person, Distances are unrealistic",Synthetic (model-generated),,2,"Trip timing is implausible, Distances are unrealistic",Synthetic (model-generated),,5,,Real (ODiN survey),,3,,Real (ODiN survey),,3,,Real (ODiN survey),,4,,Real (ODiN survey),,2,"Trip sequence doesn't make sense, Too many or too few trips",Synthetic (model-generated),,3,,Synthetic (model-generated),,2,Too many or too few trips,Synthetic (model-generated),,4,,Real (ODiN survey),,2,"Too many or too few trips, Purposes don't fit the profile",Synthetic (model-generated),
2026/07/07 19:44:23,Agree,Somewhat familiar,25 to 34,1,Trip sequence doesn't make sense,Synthetic (model-generated),,1,Trip sequence doesn't make sense,Synthetic (model-generated),,1,"Trip timing is implausible, Trip sequence doesn't make sense, Distances are unrealistic, Too many or too few trips",Synthetic (model-generated),,1,"Trip timing is implausible, Trip sequence doesn't make sense, Distances are unrealistic",Synthetic (model-generated),,1,Distances are unrealistic,Synthetic (model-generated),,1,"Travel mode is unrealistic for this person, Trip timing is implausible, Trip sequence doesn't make sense, Distances are unrealistic",Synthetic (model-generated),,1,Trip sequence doesn't make sense,Synthetic (model-generated),,5,,Real (ODiN survey),,3,,Real (ODiN survey),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,4,,Real (ODiN survey),,1,"Trip timing is implausible, Trip sequence doesn't make sense",Synthetic (model-generated),,3,,Real (ODiN survey),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,4,,Real (ODiN survey),,1,"Trip timing is implausible, Trip sequence doesn't make sense, Distances are unrealistic, Too many or too few trips",Synthetic (model-generated),
2026/07/07 21:03:55,Agree,Not familiar,18 to 24,2,"Travel mode is unrealistic for this person, Purposes don't fit the profile",Synthetic (model-generated),,5,,Real (ODiN survey),,1,"Trip sequence doesn't make sense, Too many or too few trips",Synthetic (model-generated),Why is this person going to the supermarket so often in a day?,1,Purposes don't fit the profile,Synthetic (model-generated),,4,,Real (ODiN survey),,1,"Trip sequence doesn't make sense, Purposes don't fit the profile",Synthetic (model-generated),,3,,Real (ODiN survey),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,4,,Real (ODiN survey),,5,,Real (ODiN survey),,2,"Trip timing is implausible, Too many or too few trips",Synthetic (model-generated),,2,Trip sequence doesn't make sense,Synthetic (model-generated),,5,,Real (ODiN survey),,3,"Too many or too few trips, Purposes don't fit the profile",Synthetic (model-generated),,5,,Real (ODiN survey),,4,,Real (ODiN survey),
2026/07/07 22:01:06,Agree,Not familiar,35 to 44,4,,Real (ODiN survey),Seems plausible,5,,Real (ODiN survey),,4,"Trip timing is implausible, Trip sequence doesn't make sense",Synthetic (model-generated),Groceries,3,"Too many or too few trips, Purposes don't fit the profile",Real (ODiN survey),,2,Trip sequence doesn't make sense,Synthetic (model-generated),No return ?,1,Distances are unrealistic,Synthetic (model-generated),90 km forngroceries ?,4,,Real (ODiN survey),,2,"Too many or too few trips, Diary is too clean",Synthetic (model-generated),The most boring pwrsion in the world,3,Too many or too few trips,Real (ODiN survey),Unlikely but not impossible,1,"Purposes don't fit the profile, Nothing specific, just a gut feeling",Synthetic (model-generated),No work ?,3,"Too many or too few trips, Diary is too clean",Real (ODiN survey),Work from home I guess,2,"Trip sequence doesn't make sense, Too many or too few trips",Synthetic (model-generated),,5,,Real (ODiN survey),,1,"Trip timing is implausible, Too many or too few trips, Diary is too clean",Synthetic (model-generated),,2,"Trip timing is implausible, Distances are unrealistic",Synthetic (model-generated),,4,,Real (ODiN survey),
2026/07/07 22:31:48,Agree,Not familiar,25 to 34,2,"Diary is too clean, Nothing specific, just a gut feeling",Synthetic (model-generated),"The format and style is very Chatgpt looking, as I use it often",3,"Diary is too clean, Nothing specific, just a gut feeling",Synthetic (model-generated),Same as last,3,"Diary is too clean, Nothing specific, just a gut feeling",Synthetic (model-generated),,3,"Diary is too clean, Nothing specific, just a gut feeling",Synthetic (model-generated),,3,"Diary is too clean, Nothing specific, just a gut feeling",Synthetic (model-generated),,3,"Diary is too clean, Nothing specific, just a gut feeling",Synthetic (model-generated),,3,Travel mode is unrealistic for this person,Synthetic (model-generated),,4,,Real (ODiN survey),,3,"Travel mode is unrealistic for this person, Trip timing is implausible",Real (ODiN survey),,4,"Travel mode is unrealistic for this person, Trip timing is implausible",Real (ODiN survey),,3,Purposes don't fit the profile,Real (ODiN survey),,3,"Travel mode is unrealistic for this person, Trip sequence doesn't make sense",Real (ODiN survey),AI would get corrected ,3,,Real (ODiN survey),,3,,Real (ODiN survey),,3,,Real (ODiN survey),"Having gone through most, its actually impossible to tell to be honest",3,,Synthetic (model-generated),
